path,label
data\raw\test\fake\fake_1229.jpg,1
data\raw\test\fake\fake_123.jpg,1
data\raw\test\fake\fake_1230.jpg,1
data\raw\test\fake\fake_1231.jpg,1
data\raw\test\fake\fake_1232.jpg,1
data\raw\test\fake\fake_1233.jpg,1
data\raw\test\fake\fake_1234.jpg,1
data\raw\test\fake\fake_1235.jpg,1
data\raw\test\fake\fake_1236.jpg,1
data\raw\test\fake\fake_1237.jpg,1
data\raw\test\fake\fake_1238.jpg,1
data\raw\test\fake\fake_1239.jpg,1
data\raw\test\fake\fake_124.jpg,1
data\raw\test\fake\fake_1240.jpg,1
data\raw\test\fake\fake_1241.jpg,1
data\raw\test\fake\fake_1242.jpg,1
data\raw\test\fake\fake_1243.jpg,1
data\raw\test\fake\fake_1244.jpg,1
data\raw\test\fake\fake_1245.jpg,1
data\raw\test\fake\fake_1246.jpg,1
data\raw\test\fake\fake_1247.jpg,1
data\raw\test\fake\fake_1248.jpg,1
data\raw\test\fake\fake_1249.jpg,1
data\raw\test\fake\fake_125.jpg,1
data\raw\test\fake\fake_1250.jpg,1
data\raw\test\fake\fake_1251.jpg,1
data\raw\test\fake\fake_1252.jpg,1
data\raw\test\fake\fake_1253.jpg,1
data\raw\test\fake\fake_1254.jpg,1
data\raw\test\fake\fake_1255.jpg,1
data\raw\test\fake\fake_1256.jpg,1
data\raw\test\fake\fake_1257.jpg,1
data\raw\test\fake\fake_1258.jpg,1
data\raw\test\fake\fake_1259.jpg,1
data\raw\test\fake\fake_126.jpg,1
data\raw\test\fake\fake_1260.jpg,1
data\raw\test\fake\fake_1261.jpg,1
data\raw\test\fake\fake_1262.jpg,1
data\raw\test\fake\fake_1263.jpg,1
data\raw\test\fake\fake_1264.jpg,1
data\raw\test\fake\fake_1265.jpg,1
data\raw\test\fake\fake_1266.jpg,1
data\raw\test\fake\fake_1267.jpg,1
data\raw\test\fake\fake_1268.jpg,1
data\raw\test\fake\fake_1269.jpg,1
data\raw\test\fake\fake_127.jpg,1
data\raw\test\fake\fake_1270.jpg,1
data\raw\test\fake\fake_1271.jpg,1
data\raw\test\fake\fake_1272.jpg,1
data\raw\test\fake\fake_1273.jpg,1
data\raw\test\fake\fake_1274.jpg,1
data\raw\test\fake\fake_1275.jpg,1
data\raw\test\fake\fake_1276.jpg,1
data\raw\test\fake\fake_1277.jpg,1
data\raw\test\fake\fake_1278.jpg,1
data\raw\test\fake\fake_1279.jpg,1
data\raw\test\fake\fake_128.jpg,1
data\raw\test\fake\fake_1280.jpg,1
data\raw\test\fake\fake_1281.jpg,1
data\raw\test\fake\fake_1282.jpg,1
data\raw\test\fake\fake_1283.jpg,1
data\raw\test\fake\fake_1284.jpg,1
data\raw\test\fake\fake_1285.jpg,1
data\raw\test\fake\fake_1286.jpg,1
data\raw\test\fake\fake_1287.jpg,1
data\raw\test\fake\fake_1288.jpg,1
data\raw\test\fake\fake_1289.jpg,1
data\raw\test\fake\fake_129.jpg,1
data\raw\test\fake\fake_1290.jpg,1
data\raw\test\fake\fake_1291.jpg,1
data\raw\test\fake\fake_1292.jpg,1
data\raw\test\fake\fake_1293.jpg,1
data\raw\test\fake\fake_1294.jpg,1
data\raw\test\fake\fake_1295.jpg,1
data\raw\test\fake\fake_1296.jpg,1
data\raw\test\fake\fake_1297.jpg,1
data\raw\test\fake\fake_1298.jpg,1
data\raw\test\fake\fake_1299.jpg,1
data\raw\test\fake\fake_13.jpg,1
data\raw\test\fake\fake_130.jpg,1
data\raw\test\fake\fake_1300.jpg,1
data\raw\test\fake\fake_1301.jpg,1
data\raw\test\fake\fake_1302.jpg,1
data\raw\test\fake\fake_1303.jpg,1
data\raw\test\fake\fake_1304.jpg,1
data\raw\test\fake\fake_1305.jpg,1
data\raw\test\fake\fake_1306.jpg,1
data\raw\test\fake\fake_1307.jpg,1
data\raw\test\fake\fake_1308.jpg,1
data\raw\test\fake\fake_1309.jpg,1
data\raw\test\fake\fake_131.jpg,1
data\raw\test\fake\fake_1310.jpg,1
data\raw\test\fake\fake_1311.jpg,1
data\raw\test\fake\fake_1312.jpg,1
data\raw\test\fake\fake_1313.jpg,1
data\raw\test\fake\fake_1314.jpg,1
data\raw\test\fake\fake_1315.jpg,1
data\raw\test\fake\fake_1316.jpg,1
data\raw\test\fake\fake_1317.jpg,1
data\raw\test\fake\fake_1318.jpg,1
data\raw\test\fake\fake_1319.jpg,1
data\raw\test\fake\fake_132.jpg,1
data\raw\test\fake\fake_1320.jpg,1
data\raw\test\fake\fake_1321.jpg,1
data\raw\test\fake\fake_1322.jpg,1
data\raw\test\fake\fake_1323.jpg,1
data\raw\test\fake\fake_1324.jpg,1
data\raw\test\fake\fake_1325.jpg,1
data\raw\test\fake\fake_1326.jpg,1
data\raw\test\fake\fake_1327.jpg,1
data\raw\test\fake\fake_1328.jpg,1
data\raw\test\fake\fake_1329.jpg,1
data\raw\test\fake\fake_133.jpg,1
data\raw\test\fake\fake_1330.jpg,1
data\raw\test\fake\fake_1331.jpg,1
data\raw\test\fake\fake_1332.jpg,1
data\raw\test\fake\fake_1333.jpg,1
data\raw\test\fake\fake_1334.jpg,1
data\raw\test\fake\fake_1335.jpg,1
data\raw\test\fake\fake_1336.jpg,1
data\raw\test\fake\fake_1337.jpg,1
data\raw\test\fake\fake_1338.jpg,1
data\raw\test\fake\fake_1339.jpg,1
data\raw\test\fake\fake_134.jpg,1
data\raw\test\fake\fake_1340.jpg,1
data\raw\test\fake\fake_1341.jpg,1
data\raw\test\fake\fake_1342.jpg,1
data\raw\test\fake\fake_1343.jpg,1
data\raw\test\fake\fake_1344.jpg,1
data\raw\test\fake\fake_1345.jpg,1
data\raw\test\fake\fake_1346.jpg,1
data\raw\test\fake\fake_1347.jpg,1
data\raw\test\fake\fake_1348.jpg,1
data\raw\test\fake\fake_1349.jpg,1
data\raw\test\fake\fake_135.jpg,1
data\raw\test\fake\fake_1350.jpg,1
data\raw\test\fake\fake_1351.jpg,1
data\raw\test\fake\fake_1352.jpg,1
data\raw\test\fake\fake_1353.jpg,1
data\raw\test\fake\fake_1354.jpg,1
data\raw\test\fake\fake_1355.jpg,1
data\raw\test\fake\fake_1356.jpg,1
data\raw\test\fake\fake_1357.jpg,1
data\raw\test\fake\fake_1358.jpg,1
data\raw\test\fake\fake_1359.jpg,1
data\raw\test\fake\fake_136.jpg,1
data\raw\test\fake\fake_1360.jpg,1
data\raw\test\fake\fake_1361.jpg,1
data\raw\test\fake\fake_1362.jpg,1
data\raw\test\fake\fake_1363.jpg,1
data\raw\test\fake\fake_1364.jpg,1
data\raw\test\fake\fake_1365.jpg,1
data\raw\test\fake\fake_1366.jpg,1
data\raw\test\fake\fake_1367.jpg,1
data\raw\test\fake\fake_1368.jpg,1
data\raw\test\fake\fake_1369.jpg,1
data\raw\test\fake\fake_137.jpg,1
data\raw\test\fake\fake_1370.jpg,1
data\raw\test\fake\fake_1371.jpg,1
data\raw\test\fake\fake_1372.jpg,1
data\raw\test\fake\fake_1373.jpg,1
data\raw\test\fake\fake_1374.jpg,1
data\raw\test\fake\fake_1375.jpg,1
data\raw\test\fake\fake_1376.jpg,1
data\raw\test\fake\fake_1377.jpg,1
data\raw\test\fake\fake_1378.jpg,1
data\raw\test\fake\fake_1379.jpg,1
data\raw\test\fake\fake_138.jpg,1
data\raw\test\fake\fake_1380.jpg,1
data\raw\test\fake\fake_1381.jpg,1
data\raw\test\fake\fake_1382.jpg,1
data\raw\test\fake\fake_1383.jpg,1
data\raw\test\fake\fake_1384.jpg,1
data\raw\test\fake\fake_1385.jpg,1
data\raw\test\fake\fake_1386.jpg,1
data\raw\test\fake\fake_1387.jpg,1
data\raw\test\fake\fake_1388.jpg,1
data\raw\test\fake\fake_1389.jpg,1
data\raw\test\fake\fake_139.jpg,1
data\raw\test\fake\fake_1390.jpg,1
data\raw\test\fake\fake_1391.jpg,1
data\raw\test\fake\fake_1392.jpg,1
data\raw\test\fake\fake_1393.jpg,1
data\raw\test\fake\fake_1394.jpg,1
data\raw\test\fake\fake_1395.jpg,1
data\raw\test\fake\fake_1396.jpg,1
data\raw\test\fake\fake_1397.jpg,1
data\raw\test\fake\fake_1398.jpg,1
data\raw\test\fake\fake_1399.jpg,1
data\raw\test\fake\fake_14.jpg,1
data\raw\test\fake\fake_140.jpg,1
data\raw\test\fake\fake_1400.jpg,1
data\raw\test\fake\fake_1401.jpg,1
data\raw\test\fake\fake_1402.jpg,1
data\raw\test\fake\fake_1403.jpg,1
data\raw\test\fake\fake_1404.jpg,1
data\raw\test\fake\fake_1405.jpg,1
data\raw\test\fake\fake_1406.jpg,1
data\raw\test\fake\fake_1407.jpg,1
data\raw\test\fake\fake_1408.jpg,1
data\raw\test\fake\fake_1409.jpg,1
data\raw\test\fake\fake_141.jpg,1
data\raw\test\fake\fake_1410.jpg,1
data\raw\test\fake\fake_1411.jpg,1
data\raw\test\fake\fake_1412.jpg,1
data\raw\test\fake\fake_1413.jpg,1
data\raw\test\fake\fake_1414.jpg,1
data\raw\test\fake\fake_1415.jpg,1
data\raw\test\fake\fake_1416.jpg,1
data\raw\test\fake\fake_1417.jpg,1
data\raw\test\fake\fake_1418.jpg,1
data\raw\test\fake\fake_1419.jpg,1
data\raw\test\fake\fake_142.jpg,1
data\raw\test\fake\fake_1420.jpg,1
data\raw\test\fake\fake_1421.jpg,1
data\raw\test\fake\fake_1422.jpg,1
data\raw\test\fake\fake_1423.jpg,1
data\raw\test\fake\fake_1424.jpg,1
data\raw\test\fake\fake_1425.jpg,1
data\raw\test\fake\fake_1426.jpg,1
data\raw\test\fake\fake_1427.jpg,1
data\raw\test\fake\fake_1428.jpg,1
data\raw\test\fake\fake_1429.jpg,1
data\raw\test\fake\fake_143.jpg,1
data\raw\test\fake\fake_1430.jpg,1
data\raw\test\fake\fake_1431.jpg,1
data\raw\test\fake\fake_1432.jpg,1
data\raw\test\fake\fake_1433.jpg,1
data\raw\test\fake\fake_1434.jpg,1
data\raw\test\fake\fake_1435.jpg,1
data\raw\test\fake\fake_1436.jpg,1
data\raw\test\fake\fake_1437.jpg,1
data\raw\test\fake\fake_1438.jpg,1
data\raw\test\fake\fake_1439.jpg,1
data\raw\test\fake\fake_144.jpg,1
data\raw\test\fake\fake_1440.jpg,1
data\raw\test\fake\fake_1441.jpg,1
data\raw\test\fake\fake_1442.jpg,1
data\raw\test\fake\fake_1443.jpg,1
data\raw\test\fake\fake_1444.jpg,1
data\raw\test\fake\fake_1445.jpg,1
data\raw\test\fake\fake_1446.jpg,1
data\raw\test\fake\fake_1447.jpg,1
data\raw\test\fake\fake_1448.jpg,1
data\raw\test\fake\fake_1449.jpg,1
data\raw\test\fake\fake_145.jpg,1
data\raw\test\fake\fake_1450.jpg,1
data\raw\test\fake\fake_1451.jpg,1
data\raw\test\fake\fake_1452.jpg,1
data\raw\test\fake\fake_1453.jpg,1
data\raw\test\fake\fake_1454.jpg,1
data\raw\test\fake\fake_1455.jpg,1
data\raw\test\fake\fake_1456.jpg,1
data\raw\test\fake\fake_1457.jpg,1
data\raw\test\fake\fake_1458.jpg,1
data\raw\test\fake\fake_1459.jpg,1
data\raw\test\fake\fake_146.jpg,1
data\raw\test\fake\fake_1460.jpg,1
data\raw\test\fake\fake_1461.jpg,1
data\raw\test\fake\fake_1462.jpg,1
data\raw\test\fake\fake_1463.jpg,1
data\raw\test\fake\fake_1464.jpg,1
data\raw\test\fake\fake_1465.jpg,1
data\raw\test\fake\fake_1466.jpg,1
data\raw\test\fake\fake_1467.jpg,1
data\raw\test\fake\fake_1468.jpg,1
data\raw\test\fake\fake_1469.jpg,1
data\raw\test\fake\fake_147.jpg,1
data\raw\test\fake\fake_1470.jpg,1
data\raw\test\fake\fake_1471.jpg,1
data\raw\test\fake\fake_1472.jpg,1
data\raw\test\fake\fake_1473.jpg,1
data\raw\test\fake\fake_1474.jpg,1
data\raw\test\fake\fake_1475.jpg,1
data\raw\test\fake\fake_1476.jpg,1
data\raw\test\fake\fake_1477.jpg,1
data\raw\test\fake\fake_1478.jpg,1
data\raw\test\fake\fake_1479.jpg,1
data\raw\test\fake\fake_148.jpg,1
data\raw\test\fake\fake_1480.jpg,1
data\raw\test\fake\fake_1481.jpg,1
data\raw\test\fake\fake_1482.jpg,1
data\raw\test\fake\fake_1483.jpg,1
data\raw\test\fake\fake_1484.jpg,1
data\raw\test\fake\fake_1485.jpg,1
data\raw\test\fake\fake_1486.jpg,1
data\raw\test\fake\fake_1487.jpg,1
data\raw\test\fake\fake_1488.jpg,1
data\raw\test\fake\fake_1489.jpg,1
data\raw\test\fake\fake_149.jpg,1
data\raw\test\fake\fake_1490.jpg,1
data\raw\test\fake\fake_1491.jpg,1
data\raw\test\fake\fake_1492.jpg,1
data\raw\test\fake\fake_1493.jpg,1
data\raw\test\fake\fake_1494.jpg,1
data\raw\test\fake\fake_1495.jpg,1
data\raw\test\fake\fake_1496.jpg,1
data\raw\test\fake\fake_1497.jpg,1
data\raw\test\fake\fake_1498.jpg,1
data\raw\test\fake\fake_1499.jpg,1
data\raw\test\fake\fake_15.jpg,1
data\raw\test\fake\fake_150.jpg,1
data\raw\test\fake\fake_1500.jpg,1
data\raw\test\fake\fake_1501.jpg,1
data\raw\test\fake\fake_1502.jpg,1
data\raw\test\fake\fake_1503.jpg,1
data\raw\test\fake\fake_1504.jpg,1
data\raw\test\fake\fake_1505.jpg,1
data\raw\test\fake\fake_1506.jpg,1
data\raw\test\fake\fake_1507.jpg,1
data\raw\test\fake\fake_1508.jpg,1
data\raw\test\fake\fake_1509.jpg,1
data\raw\test\fake\fake_151.jpg,1
data\raw\test\fake\fake_1510.jpg,1
data\raw\test\fake\fake_1511.jpg,1
data\raw\test\fake\fake_1512.jpg,1
data\raw\test\fake\fake_1513.jpg,1
data\raw\test\fake\fake_1514.jpg,1
data\raw\test\fake\fake_1515.jpg,1
data\raw\test\fake\fake_1516.jpg,1
data\raw\test\fake\fake_1517.jpg,1
data\raw\test\fake\fake_1518.jpg,1
data\raw\test\fake\fake_1519.jpg,1
data\raw\test\fake\fake_152.jpg,1
data\raw\test\fake\fake_1520.jpg,1
data\raw\test\fake\fake_1521.jpg,1
data\raw\test\fake\fake_1522.jpg,1
data\raw\test\fake\fake_1523.jpg,1
data\raw\test\fake\fake_1524.jpg,1
data\raw\test\fake\fake_1525.jpg,1
data\raw\test\fake\fake_1526.jpg,1
data\raw\test\fake\fake_1527.jpg,1
data\raw\test\fake\fake_1528.jpg,1
data\raw\test\fake\fake_1529.jpg,1
data\raw\test\fake\fake_153.jpg,1
data\raw\test\fake\fake_1530.jpg,1
data\raw\test\fake\fake_1531.jpg,1
data\raw\test\fake\fake_1532.jpg,1
data\raw\test\fake\fake_1533.jpg,1
data\raw\test\fake\fake_1534.jpg,1
data\raw\test\fake\fake_1535.jpg,1
data\raw\test\fake\fake_1536.jpg,1
data\raw\test\fake\fake_1537.jpg,1
data\raw\test\fake\fake_1538.jpg,1
data\raw\test\fake\fake_1539.jpg,1
data\raw\test\fake\fake_154.jpg,1
data\raw\test\fake\fake_1540.jpg,1
data\raw\test\fake\fake_1541.jpg,1
data\raw\test\fake\fake_1542.jpg,1
data\raw\test\fake\fake_1543.jpg,1
data\raw\test\fake\fake_1544.jpg,1
data\raw\test\fake\fake_1545.jpg,1
data\raw\test\fake\fake_1546.jpg,1
data\raw\test\fake\fake_1547.jpg,1
data\raw\test\fake\fake_1548.jpg,1
data\raw\test\fake\fake_1549.jpg,1
data\raw\test\fake\fake_155.jpg,1
data\raw\test\fake\fake_1550.jpg,1
data\raw\test\fake\fake_1551.jpg,1
data\raw\test\fake\fake_1552.jpg,1
data\raw\test\fake\fake_1553.jpg,1
data\raw\test\fake\fake_1554.jpg,1
data\raw\test\fake\fake_1555.jpg,1
data\raw\test\fake\fake_1556.jpg,1
data\raw\test\fake\fake_1557.jpg,1
data\raw\test\fake\fake_1558.jpg,1
data\raw\test\fake\fake_1559.jpg,1
data\raw\test\fake\fake_156.jpg,1
data\raw\test\fake\fake_1560.jpg,1
data\raw\test\fake\fake_1561.jpg,1
data\raw\test\fake\fake_1562.jpg,1
data\raw\test\fake\fake_1563.jpg,1
data\raw\test\fake\fake_1564.jpg,1
data\raw\test\fake\fake_1565.jpg,1
data\raw\test\fake\fake_1566.jpg,1
data\raw\test\fake\fake_1567.jpg,1
data\raw\test\fake\fake_1568.jpg,1
data\raw\test\fake\fake_1569.jpg,1
data\raw\test\fake\fake_157.jpg,1
data\raw\test\fake\fake_1570.jpg,1
data\raw\test\fake\fake_1571.jpg,1
data\raw\test\fake\fake_1572.jpg,1
data\raw\test\fake\fake_1573.jpg,1
data\raw\test\fake\fake_1574.jpg,1
data\raw\test\fake\fake_1575.jpg,1
data\raw\test\fake\fake_1576.jpg,1
data\raw\test\fake\fake_1577.jpg,1
data\raw\test\fake\fake_1578.jpg,1
data\raw\test\fake\fake_1579.jpg,1
data\raw\test\fake\fake_158.jpg,1
data\raw\test\fake\fake_1580.jpg,1
data\raw\test\fake\fake_1581.jpg,1
data\raw\test\fake\fake_1582.jpg,1
data\raw\test\fake\fake_1583.jpg,1
data\raw\test\fake\fake_1584.jpg,1
data\raw\test\fake\fake_1585.jpg,1
data\raw\test\fake\fake_1586.jpg,1
data\raw\test\fake\fake_1587.jpg,1
data\raw\test\fake\fake_1588.jpg,1
data\raw\test\fake\fake_1589.jpg,1
data\raw\test\fake\fake_159.jpg,1
data\raw\test\fake\fake_1590.jpg,1
data\raw\test\fake\fake_1591.jpg,1
data\raw\test\fake\fake_1592.jpg,1
data\raw\test\fake\fake_1593.jpg,1
data\raw\test\fake\fake_1594.jpg,1
data\raw\test\fake\fake_1595.jpg,1
data\raw\test\fake\fake_1596.jpg,1
data\raw\test\fake\fake_1597.jpg,1
data\raw\test\fake\fake_1598.jpg,1
data\raw\test\fake\fake_1599.jpg,1
data\raw\test\fake\fake_16.jpg,1
data\raw\test\fake\fake_160.jpg,1
data\raw\test\fake\fake_1600.jpg,1
data\raw\test\fake\fake_1601.jpg,1
data\raw\test\fake\fake_1602.jpg,1
data\raw\test\fake\fake_1603.jpg,1
data\raw\test\fake\fake_1604.jpg,1
data\raw\test\fake\fake_1605.jpg,1
data\raw\test\fake\fake_1606.jpg,1
data\raw\test\fake\fake_1607.jpg,1
data\raw\test\fake\fake_1608.jpg,1
data\raw\test\fake\fake_1609.jpg,1
data\raw\test\fake\fake_161.jpg,1
data\raw\test\fake\fake_1610.jpg,1
data\raw\test\fake\fake_1611.jpg,1
data\raw\test\fake\fake_1612.jpg,1
data\raw\test\fake\fake_1613.jpg,1
data\raw\test\fake\fake_1614.jpg,1
data\raw\test\fake\fake_1615.jpg,1
data\raw\test\fake\fake_1616.jpg,1
data\raw\test\fake\fake_1617.jpg,1
data\raw\test\fake\fake_1618.jpg,1
data\raw\test\fake\fake_1619.jpg,1
data\raw\test\fake\fake_162.jpg,1
data\raw\test\fake\fake_1620.jpg,1
data\raw\test\fake\fake_1621.jpg,1
data\raw\test\fake\fake_1622.jpg,1
data\raw\test\fake\fake_1623.jpg,1
data\raw\test\fake\fake_1624.jpg,1
data\raw\test\fake\fake_1625.jpg,1
data\raw\test\fake\fake_1626.jpg,1
data\raw\test\fake\fake_1627.jpg,1
data\raw\test\fake\fake_1628.jpg,1
data\raw\test\fake\fake_1629.jpg,1
data\raw\test\fake\fake_163.jpg,1
data\raw\test\fake\fake_1630.jpg,1
data\raw\test\fake\fake_1631.jpg,1
data\raw\test\fake\fake_1632.jpg,1
data\raw\test\fake\fake_1633.jpg,1
data\raw\test\fake\fake_1634.jpg,1
data\raw\test\fake\fake_1635.jpg,1
data\raw\test\fake\fake_1636.jpg,1
data\raw\test\fake\fake_1637.jpg,1
data\raw\test\fake\fake_1638.jpg,1
data\raw\test\fake\fake_1639.jpg,1
data\raw\test\fake\fake_164.jpg,1
data\raw\test\fake\fake_1640.jpg,1
data\raw\test\fake\fake_1641.jpg,1
data\raw\test\fake\fake_1642.jpg,1
data\raw\test\fake\fake_1643.jpg,1
data\raw\test\fake\fake_1644.jpg,1
data\raw\test\fake\fake_1645.jpg,1
data\raw\test\fake\fake_1646.jpg,1
data\raw\test\fake\fake_1647.jpg,1
data\raw\test\fake\fake_1648.jpg,1
data\raw\test\fake\fake_1649.jpg,1
data\raw\test\fake\fake_165.jpg,1
data\raw\test\fake\fake_1650.jpg,1
data\raw\test\fake\fake_1651.jpg,1
data\raw\test\fake\fake_1652.jpg,1
data\raw\test\fake\fake_1653.jpg,1
data\raw\test\fake\fake_1654.jpg,1
data\raw\test\fake\fake_1655.jpg,1
data\raw\test\fake\fake_1656.jpg,1
data\raw\test\fake\fake_1657.jpg,1
data\raw\test\fake\fake_1658.jpg,1
data\raw\test\fake\fake_1659.jpg,1
data\raw\test\fake\fake_166.jpg,1
data\raw\test\fake\fake_1660.jpg,1
data\raw\test\fake\fake_1661.jpg,1
data\raw\test\fake\fake_1662.jpg,1
data\raw\test\fake\fake_1663.jpg,1
data\raw\test\fake\fake_1664.jpg,1
data\raw\test\fake\fake_1665.jpg,1
data\raw\test\fake\fake_1666.jpg,1
data\raw\test\fake\fake_1667.jpg,1
data\raw\test\fake\fake_1668.jpg,1
data\raw\test\fake\fake_1669.jpg,1
data\raw\test\fake\fake_167.jpg,1
data\raw\test\fake\fake_1670.jpg,1
data\raw\test\fake\fake_1671.jpg,1
data\raw\test\fake\fake_1672.jpg,1
data\raw\test\fake\fake_1673.jpg,1
data\raw\test\fake\fake_1674.jpg,1
data\raw\test\fake\fake_1675.jpg,1
data\raw\test\fake\fake_1676.jpg,1
data\raw\test\fake\fake_1677.jpg,1
data\raw\test\fake\fake_1678.jpg,1
data\raw\test\fake\fake_1679.jpg,1
data\raw\test\fake\fake_168.jpg,1
data\raw\test\fake\fake_1680.jpg,1
data\raw\test\fake\fake_1681.jpg,1
data\raw\test\fake\fake_1682.jpg,1
data\raw\test\fake\fake_1683.jpg,1
data\raw\test\fake\fake_1684.jpg,1
data\raw\test\fake\fake_1685.jpg,1
data\raw\test\fake\fake_1686.jpg,1
data\raw\test\fake\fake_1687.jpg,1
data\raw\test\fake\fake_1688.jpg,1
data\raw\test\fake\fake_1689.jpg,1
data\raw\test\fake\fake_169.jpg,1
data\raw\test\fake\fake_1690.jpg,1
data\raw\test\fake\fake_1691.jpg,1
data\raw\test\fake\fake_1692.jpg,1
data\raw\test\fake\fake_1693.jpg,1
data\raw\test\fake\fake_1694.jpg,1
data\raw\test\fake\fake_1695.jpg,1
data\raw\test\fake\fake_1696.jpg,1
data\raw\test\fake\fake_1697.jpg,1
data\raw\test\fake\fake_1698.jpg,1
data\raw\test\fake\fake_1699.jpg,1
data\raw\test\fake\fake_17.jpg,1
data\raw\test\fake\fake_170.jpg,1
data\raw\test\fake\fake_1700.jpg,1
data\raw\test\fake\fake_1701.jpg,1
data\raw\test\fake\fake_1702.jpg,1
data\raw\test\fake\fake_1703.jpg,1
data\raw\test\fake\fake_1704.jpg,1
data\raw\test\fake\fake_1705.jpg,1
data\raw\test\fake\fake_1706.jpg,1
data\raw\test\fake\fake_1707.jpg,1
data\raw\test\fake\fake_1708.jpg,1
data\raw\test\fake\fake_1709.jpg,1
data\raw\test\fake\fake_171.jpg,1
data\raw\test\fake\fake_1710.jpg,1
data\raw\test\fake\fake_1711.jpg,1
data\raw\test\fake\fake_1712.jpg,1
data\raw\test\fake\fake_1713.jpg,1
data\raw\test\fake\fake_1714.jpg,1
data\raw\test\fake\fake_1715.jpg,1
data\raw\test\fake\fake_1716.jpg,1
data\raw\test\fake\fake_1717.jpg,1
data\raw\test\fake\fake_1718.jpg,1
data\raw\test\fake\fake_1719.jpg,1
data\raw\test\fake\fake_172.jpg,1
data\raw\test\fake\fake_1720.jpg,1
data\raw\test\fake\fake_1721.jpg,1
data\raw\test\fake\fake_1722.jpg,1
data\raw\test\fake\fake_1723.jpg,1
data\raw\test\fake\fake_1724.jpg,1
data\raw\test\fake\fake_1725.jpg,1
data\raw\test\fake\fake_1726.jpg,1
data\raw\test\fake\fake_1727.jpg,1
data\raw\test\fake\fake_1728.jpg,1
data\raw\test\fake\fake_1729.jpg,1
data\raw\test\fake\fake_173.jpg,1
data\raw\test\fake\fake_1730.jpg,1
data\raw\test\fake\fake_1731.jpg,1
data\raw\test\fake\fake_1732.jpg,1
data\raw\test\fake\fake_1733.jpg,1
data\raw\test\fake\fake_1734.jpg,1
data\raw\test\fake\fake_1735.jpg,1
data\raw\test\fake\fake_1736.jpg,1
data\raw\test\fake\fake_1737.jpg,1
data\raw\test\fake\fake_1738.jpg,1
data\raw\test\fake\fake_1739.jpg,1
data\raw\test\fake\fake_174.jpg,1
data\raw\test\fake\fake_1740.jpg,1
data\raw\test\fake\fake_1741.jpg,1
data\raw\test\fake\fake_1742.jpg,1
data\raw\test\fake\fake_1743.jpg,1
data\raw\test\fake\fake_1744.jpg,1
data\raw\test\fake\fake_1745.jpg,1
data\raw\test\fake\fake_1746.jpg,1
data\raw\test\fake\fake_1747.jpg,1
data\raw\test\fake\fake_1748.jpg,1
data\raw\test\fake\fake_1749.jpg,1
data\raw\test\fake\fake_175.jpg,1
data\raw\test\fake\fake_1750.jpg,1
data\raw\test\fake\fake_1751.jpg,1
data\raw\test\fake\fake_1752.jpg,1
data\raw\test\fake\fake_1753.jpg,1
data\raw\test\fake\fake_1754.jpg,1
data\raw\test\fake\fake_1755.jpg,1
data\raw\test\fake\fake_1756.jpg,1
data\raw\test\fake\fake_1757.jpg,1
data\raw\test\fake\fake_1758.jpg,1
data\raw\test\fake\fake_1759.jpg,1
data\raw\test\fake\fake_176.jpg,1
data\raw\test\fake\fake_1760.jpg,1
data\raw\test\fake\fake_1761.jpg,1
data\raw\test\fake\fake_1762.jpg,1
data\raw\test\fake\fake_1763.jpg,1
data\raw\test\fake\fake_1764.jpg,1
data\raw\test\fake\fake_1765.jpg,1
data\raw\test\fake\fake_1766.jpg,1
data\raw\test\fake\fake_1767.jpg,1
data\raw\test\fake\fake_1768.jpg,1
data\raw\test\fake\fake_1769.jpg,1
data\raw\test\fake\fake_177.jpg,1
data\raw\test\fake\fake_1770.jpg,1
data\raw\test\fake\fake_1771.jpg,1
data\raw\test\fake\fake_1772.jpg,1
data\raw\test\fake\fake_1773.jpg,1
data\raw\test\fake\fake_1774.jpg,1
